MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours
1519419,2013,Noble Mine #2,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 83, Bulan, KY 41722", ,Appalachia Central,31546,12,21600
1519542,2013,Bear Branch Mine,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,264061,17,44599
1519598,2013,Poundmill Mine No 90,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,298440,42,85253
1519638,2013,Ben's Branch Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,413575,22,63834
1519656,2013,Pads Branch Washer,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,0,7,14996
1506733,2013,Coal Essence Prep Plant,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Preparation Plant,Coal Essence Prep Plant Llc,"P.O. Box 2140, Pikeville, KY 41502", ,Appalachia Central,0,12,19475
1506733,2013,Coal Essence Prep Plant,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Preparation Plant,Coal Essence Prep Plant Llc,"P.O. Box 2140, Pikeville, KY 41502", ,Appalachia Central,0,12,19474
1508079,2013,Mine No 3,Kentucky (East),Pike,Permanently abandoned,Underground,Contractor,Mine only,Excel Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,278539,154,223183
1509724,2013,#1 Prep Plant,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Preparation Plant,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,0,25,66129
1510445,2013,Bevins Branch Preparation Plan,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Mccoy Elkhorn Coal Corp.,"1148 Longfork Road, Kimper, KY 41539", ,Appalachia Central,0,26,53318
1510445,2013,Bevins Branch Preparation Plan,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Mccoy Elkhorn Coal Corp.,"1148 Longfork Road, Kimper, KY 41539", ,Appalachia Central,0,15,31314
1511162,2013,Plant No. 1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Preparation Plant,High Ridge Mining Llc,"108 Trivette Drive, Suite 210, Pikeville, KY 41501", ,Appalachia Central,0,4,4733
1511162,2013,Plant No. 1,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Preparation Plant,High Ridge Mining Llc,"108 Trivette Drive, Suite 210, Pikeville, KY 41501", ,Appalachia Central,0,3,4733
1512896,2013,Jamboree Loadout,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,0,2,6330
1513193,2013,Phelps Coal Tipple (T-2),Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Preparation Plant,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,0,10,29520
1514468,2013,Rob Fork Processing,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,0,15,38288
1515215,2013,#3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Pike Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,45051,20,32906
1516470,2013,Burke Branch Tipple,Kentucky (East),Pike,Active,Surface,Contractor,Preparation Plant,Premier Elkhorn Coal Company,"6920 Ky Highway 610 W, Jenkins, KY 41537", ,Appalachia Central,0,26,65468
1516470,2013,Burke Branch Tipple,Kentucky (East),Pike,Active,Underground,Contractor,Preparation Plant,Premier Elkhorn Coal Company,"6920 Ky Highway 610 W, Jenkins, KY 41537", ,Appalachia Central,0,34,83324
1516734,2013,Clintwood Elkhorn Ii,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Preparation Plant,Clintwood Elkhorn Mining Compa,"23956 Hwy. 194 E., Feds Creek, KY 41524", ,Appalachia Central,0,1,1342
1516734,2013,Clintwood Elkhorn Ii,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Preparation Plant,Clintwood Elkhorn Mining Compa,"23956 Hwy. 194 E., Feds Creek, KY 41524", ,Appalachia Central,0,54,132883
1516855,2013,Stonecoal,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Coal Mining, Inc.","Box 345 Fisher Hollow, Printer, KY 41655", ,Appalachia Central,5893,8,4748
1516958,2013,Apex No. 3 Burke,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Apex Energy, Inc.","1148 Longfork Rd, Kimper, KY 41539", ,Appalachia Central,0,14,30301
1517733,2013,Preparation Plant,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Preparation Plant,Mc Mining Llc,"9462 Meathouse Rd, Pilgrim, KY 41250", ,Appalachia Central,0,24,52734
1517789,2013,No 3,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,22800,5,7190
1517799,2013,S-4 Netley Branch,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,24345,24,10624
1517941,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,296498,45,115270
1517979,2013,Mine No. 8,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,"Woodman Three Mine, Inc.","2412 Feds Creek Road, Steele, KY 41566", ,Appalachia Central,61149,13,35196
1518015,2013,Bent Mtn,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839", ,Appalachia Central,179401,43,99410
1518025,2013,S-15 Flag Knob,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","76 George Rd, Betsy Layne, KY 41605", ,Appalachia Central,23602,3,3954
1518029,2013,No 2,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,56676,7,19087
1518040,2013,No. 6,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,445611,58,165245
1518280,2013,S-1 Hunts Branch,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,378157,36,102724
1518363,2013,Bevins Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,366025,72,175436
1518369,2013,Black Pearl Mining Inc No 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Black Pearl Mining Inc,"290 Big Shelby Creek, Jenkins, KY 41537", ,Appalachia Central,8597,8,10015
1518381,2013,Taylor Fork Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,370986,63,142066
1518436,2013,Mine No. 1,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Ranger Contracting,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,18373,10,8559
1518570,2013,Bevins Branch #1,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,323293,48,121971
1518626,2013,Mine No. 2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Hubble Mining Company, Llc","P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,24715,8,18981
1518713,2013,No 009,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,C W Augering Inc,"24044 State Hwy 194 East, Fedscreek, KY 41524", ,Appalachia Central,59876,8,20516
1518721,2013,Mine #23,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Long Fork Road, Kimper, KY 41539", ,Appalachia Central,448883,87,175614
1518775,2013,Mine #15,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Longfork Rd, Kimper, KY 41539", ,Appalachia Central,337460,106,225376
1518784,2013,Job #45,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Ky Highway 610 W, Jenkins, KY 41537", ,Appalachia Central,151054,37,67612
1518823,2013,Job #42,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,400510,40,105378
1518911,2013,Mine #28,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,330069,58,171750
1518914,2013,Highwall Miner #1,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Jrc Mining, Inc","P.O. Box 952, Hyden, KY 41749", ,Appalachia Central,67591,12,15486
1518943,2013,Mine No 5,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,84998,15,35686
1518946,2013,Job #49,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,Premier Elkhorn Coal Company,"Highway 610, Myra, KY 41549", ,Appalachia Central,152291,29,67472
1519021,2013,Long Fork Mine,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Rhyno Corp Llc,"125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,12005,4,1633
1519039,2013,Coal Hollow Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Williams Bros. Coal Co., Inc.","258 Cantrell Road, Mouth Card, KY 41548", ,Appalachia Central,91118,19,28782
1519094,2013,Center Creek Mine,Kentucky (East),Pike,Active,Underground,Contractor,Mine only,C S & S Coal Corporation,"P.O. Box 1247, Wise, VA 24293", ,Appalachia Central,80416,16,40477
1519097,2013,Process Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,766591,133,302630
1519140,2013,Auger No 1  Sn #11,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mill Branch Processing Inc,"P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,2245,1,163
1519145,2013,No 8,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,118676,13,34819
1519153,2013,#1 Mine,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Dynasty Mining Inc.,"1368 Powells Creek, Pikeville, KY 41501", ,Appalachia Central,70039,15,32978
1519167,2013,S-10,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,399069,29,83656
1519180,2013,M3 Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,316117,52,115783
1519196,2013,#1,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Freedom Coal, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,6884,9,6681
1519199,2013,S-4 Calloway North,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,42712,13,28954
1519208,2013,# 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Inspiration Resources Inc.,"P.O. Box 431, Hardy, KY 41531", ,Appalachia Central,59223,14,19376
1519280,2013,No 4,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Cavalier Mineral Inc,"17339 River Drive Suite B, Vansant, VA 24656", ,Appalachia Central,112379,27,41962
1519325,2013,Mine No. 7,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Clas Coal Company Inc.,"P.O. Box 643, Elkhorn City, KY 41522", ,Appalachia Central,101222,37,87432
1519359,2013,Bear Branch Mine Auger No. 1,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Hard Rock Energy, Llc","P.O. Box 887, Elkhorn City, KY 41522", ,Appalachia Central,1100,3,280
1519371,2013,# 8,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Pia Company, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,79479,15,15541
1519396,2013,Persimmon #1,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining,"23956 State  Highway 194e, Feds Creek, KY 41524", ,Appalachia Central,48246,8,13901
1519433,2013,Eagle 2,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Jet Coal Company Inc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,129212,22,58601
1519451,2013,S-9 Findlay Br,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,232611,25,46319
1519461,2013,Surface #1,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Augustus Augering And Contract,"P.O. Box 203, Lowmansville, KY 41232", ,Appalachia Central,6800,4,2880
1519475,2013,Beech Creek Surface Mine,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,114647,32,71940
1519501,2013,Mine No 11,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,275719,74,161505
1519515,2013,Mine #4,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc.","4126 State Hwy, Pikeville, KY 41501", ,Appalachia Central,1039510,184,389709
1519534,2013,Eagle 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,New Jet Llc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,230096,42,92135
1519541,2013,7-E,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Dags Branch Coal Co, Inc.","P.O. Box 159, Fedscreek, KY 41524", ,Appalachia Central,50108,15,33564
1519544,2013,No 9,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,187552,28,71211
1519604,2013,Beaver Mine No. 1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Mill Branch Processing, Inc.","P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,48125,10,14113
1519622,2013,Job 51,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,302034,42,103423
1519689,2013,No 24,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Cw Augering Inc,"24044 State Highway  194, Fedscreek, KY 41524", ,Appalachia Central,81027,7,19811
1519710,2013,E-2 Hurricane,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Cheyenne Mining, Inc.","P.O. Box 1500, Pikeville, KY 41502", ,Appalachia Central,6317,9,4722
1519711,2013,Pegs Branch #2,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Mountain Reclamation And Const,"P.O. Box 1091, Phelps, KY 41553", ,Appalachia Central,3966,6,3678
1519722,2013,No. 11 Allen Branch Job,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","7567 Upper Johns Creek Rd., Phelps, KY 41553", ,Appalachia Central,1335,2,242
4407293,2013,H-3,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,90613,9,26441
1518843,2013,Line Creek No. 1,Kentucky (East),Rockcastle,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Co.,"30 Jamieson Lane, London, KY 40744", ,Appalachia Central,13441,5,8719
1502709,2013,Highland 9 Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,Highland Mining Company Llc,"530 French Rd, Waverly, KY 42462",UNIT,Illinois Basin,2931435,425,989532
1503178,2013,River View Facilities,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Preparation Plant,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462", ,Illinois Basin,0,49,131096
1511012,2013,Camp 9 Prep Plant,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Preparation Plant,Heritage Coal Company Llc,"530 French Road, Waverly, KY 42462",United Mine Workers of America,Illinois Basin,0,45,116109
1518335,2013,Dodge Hill Mine #1,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Dodge Hill Mining Company Llc,"P.O. Box 165, Sturgis, KY 42459", ,Illinois Basin,1023871,184,462139
